Season,RaceNumber,Driver,Team,FP1,FP2,FP3,Qualifying,SprintShootout,Sprint,Race
2018,16,Lance Stroll,Williams,20.0,20.0,18.0,20.0,,,15.0
2018,16,Sergio Perez,Racing Point,,7.0,10.0,8.0,,,10.0
2018,16,Marcus Ericsson,Sauber,,10.0,15.0,10.0,,,13.0
2018,16,Carlos Sainz,Renault,,12.0,11.0,14.0,,,17.0
2018,16,Fernando Alonso,McLaren,,17.0,20.0,17.0,,,14.0
2018,17,Lewis Hamilton,Mercedes,1.0,1.0,1.0,1.0,,,1.0
2018,17,Valtteri Bottas,Mercedes,2.0,2.0,5.0,2.0,,,2.0
2018,17,Daniel Ricciardo,Red Bull Racing,3.0,6.0,6.0,15.0,,,4.0
2018,17,Kimi Räikkönen,Ferrari,4.0,5.0,3.0,4.0,,,5.0
2018,17,Sebastian Vettel,Ferrari,5.0,3.0,2.0,9.0,,,6.0
2018,17,Max Verstappen,Red Bull Racing,6.0,4.0,4.0,3.0,,,3.0
2018,17,Esteban Ocon,Racing Point,7.0,7.0,7.0,8.0,,,9.0
2018,17,Romain Grosjean,Haas F1 Team,8.0,8.0,11.0,5.0,,,8.0
2018,17,Charles Leclerc,Sauber,9.0,15.0,12.0,11.0,,,18.0
2018,17,Marcus Ericsson,Sauber,10.0,9.0,16.0,20.0,,,12.0
2018,17,Pierre Gasly,Toro Rosso,11.0,13.0,20.0,7.0,,,11.0
2018,17,Carlos Sainz,Renault,12.0,14.0,9.0,13.0,,,10.0
2018,17,Sergio Perez,Racing Point,13.0,11.0,8.0,10.0,,,7.0
2018,17,Kevin Magnussen,Haas F1 Team,14.0,16.0,10.0,12.0,,,20.0
2018,17,Nico Hulkenberg,Renault,15.0,12.0,15.0,16.0,,,19.0
2018,17,Lance Stroll,Williams,16.0,19.0,14.0,14.0,,,17.0
2018,17,Brendon Hartley,Toro Rosso,17.0,10.0,13.0,6.0,,,13.0
2018,17,Fernando Alonso,McLaren,18.0,17.0,17.0,18.0,,,14.0
2018,17,Sergey Sirotkin,Williams,19.0,18.0,18.0,17.0,,,16.0
2018,17,Lando Norris,McLaren,20.0,,,,,,
2018,17,Stoffel Vandoorne,McLaren,,20.0,19.0,19.0,,,15.0
2018,18,Lewis Hamilton,Mercedes,1.0,1.0,3.0,1.0,,,3.0
2018,18,Valtteri Bottas,Mercedes,2.0,,4.0,4.0,,,5.0
2018,18,Max Verstappen,Red Bull Racing,3.0,3.0,5.0,15.0,,,2.0
2018,18,Daniel Ricciardo,Red Bull Racing,4.0,,6.0,5.0,,,16.0
2018,18,Sebastian Vettel,Ferrari,5.0,10.0,1.0,2.0,,,4.0
2018,18,Kimi Räikkönen,Ferrari,6.0,9.0,2.0,3.0,,,1.0
2018,18,Carlos Sainz,Renault,7.0,12.0,9.0,11.0,,,7.0
2018,18,Romain Grosjean,Haas F1 Team,8.0,,10.0,8.0,,,17.0
2018,18,Charles Leclerc,Sauber,9.0,11.0,7.0,9.0,,,15.0
2018,18,Marcus Ericsson,Sauber,10.0,7.0,15.0,19.0,,,10.0
2018,18,Fernando Alonso,McLaren,11.0,4.0,20.0,16.0,,,18.0
2018,18,Lando Norris,McLaren,12.0,,,,,,
2018,18,Pierre Gasly,Toro Rosso,13.0,2.0,12.0,13.0,,,12.0
2018,18,Sergio Perez,Racing Point,14.0,14.0,8.0,10.0,,,8.0
2018,18,Sergey Sirotkin,Williams,15.0,16.0,17.0,17.0,,,13.0
2018,18,Kevin Magnussen,Haas F1 Team,16.0,,13.0,12.0,,,20.0
2018,18,Esteban Ocon,Racing Point,17.0,15.0,11.0,6.0,,,19.0
2018,18,Nico Hulkenberg,Renault,18.0,5.0,14.0,7.0,,,6.0
2018,18,Lance Stroll,Williams,19.0,13.0,16.0,18.0,,,14.0
2018,18,Sean Gelael,Toro Rosso,20.0,,,,,,
2018,18,Brendon Hartley,Toro Rosso,,6.0,19.0,14.0,,,9.0
2018,18,Stoffel Vandoorne,McLaren,,8.0,18.0,20.0,,,11.0
2018,19,Max Verstappen,Red Bull Racing,1.0,1.0,1.0,2.0,,,1.0
2018,19,Daniel Ricciardo,Red Bull Racing,2.0,2.0,4.0,1.0,,,17.0
2018,19,Carlos Sainz,Renault,3.0,3.0,7.0,8.0,,,19.0
2018,19,Nico Hulkenberg,Renault,4.0,5.0,10.0,7.0,,,6.0
2018,19,Lewis Hamilton,Mercedes,5.0,7.0,2.0,3.0,,,4.0
2018,19,Valtteri Bottas,Mercedes,6.0,9.0,19.0,5.0,,,5.0
2018,19,Sebastian Vettel,Ferrari,7.0,4.0,3.0,4.0,,,2.0
2018,19,Kimi Räikkönen,Ferrari,8.0,8.0,5.0,6.0,,,3.0
2018,19,Brendon Hartley,Toro Rosso,9.0,6.0,16.0,14.0,,,14.0
2018,19,Nicholas Latifi,Racing Point,10.0,,,,,,
2018,19,Sergio Perez,Racing Point,11.0,10.0,12.0,13.0,,,18.0
2018,19,Antonio Giovinazzi,Sauber,12.0,,,,,,
2018,19,Romain Grosjean,Haas F1 Team,13.0,12.0,13.0,16.0,,,16.0
2018,19,Marcus Ericsson,Sauber,14.0,17.0,9.0,10.0,,,9.0
2018,19,Lando Norris,McLaren,15.0,,,,,,
2018,19,Stoffel Vandoorne,McLaren,16.0,15.0,14.0,17.0,,,8.0
2018,19,Kevin Magnussen,Haas F1 Team,17.0,20.0,,18.0,,,15.0
2018,19,Sergey Sirotkin,Williams,18.0,18.0,17.0,20.0,,,13.0
2018,19,Lance Stroll,Williams,19.0,16.0,18.0,19.0,,,12.0
2018,19,Esteban Ocon,Racing Point,,11.0,11.0,11.0,,,11.0
2018,19,Charles Leclerc,Sauber,,13.0,6.0,9.0,,,7.0
2018,19,Pierre Gasly,Toro Rosso,,14.0,8.0,15.0,,,10.0
2018,19,Fernando Alonso,McLaren,,19.0,15.0,12.0,,,20.0
2018,20,Max Verstappen,Red Bull Racing,1.0,5.0,5.0,5.0,,,2.0
2018,20,Sebastian Vettel,Ferrari,2.0,3.0,1.0,2.0,,,6.0
2018,20,Lewis Hamilton,Mercedes,3.0,2.0,2.0,1.0,,,1.0
2018,20,Daniel Ricciardo,Red Bull Racing,4.0,4.0,6.0,6.0,,,4.0
2018,20,Kimi Räikkönen,Ferrari,5.0,6.0,4.0,4.0,,,3.0
2018,20,Valtteri Bottas,Mercedes,6.0,1.0,3.0,3.0,,,5.0
2018,20,Romain Grosjean,Haas F1 Team,7.0,7.0,8.0,9.0,,,8.0
2018,20,Kevin Magnussen,Haas F1 Team,8.0,9.0,7.0,11.0,,,9.0
2018,20,Charles Leclerc,Sauber,9.0,8.0,10.0,8.0,,,7.0
2018,20,Esteban Ocon,Racing Point,10.0,10.0,12.0,13.0,,,15.0
2018,20,Carlos Sainz,Renault,11.0,14.0,14.0,16.0,,,12.0
2018,20,Nico Hulkenberg,Renault,12.0,20.0,11.0,14.0,,,19.0
2018,20,Antonio Giovinazzi,Sauber,13.0,,,,,,
2018,20,Lance Stroll,Williams,14.0,18.0,17.0,19.0,,,18.0
2018,20,Pierre Gasly,Toro Rosso,15.0,12.0,9.0,10.0,,,13.0
2018,20,Lando Norris,McLaren,16.0,,,,,,
2018,20,Sergey Sirotkin,Williams,17.0,16.0,15.0,15.0,,,16.0
2018,20,Brendon Hartley,Toro Rosso,18.0,19.0,16.0,17.0,,,11.0
2018,20,Stoffel Vandoorne,McLaren,19.0,17.0,20.0,20.0,,,14.0
2018,20,Nicholas Latifi,Racing Point,20.0,,,,,,
2018,20,Sergio Perez,Racing Point,,11.0,19.0,12.0,,,10.0
2018,20,Fernando Alonso,McLaren,,13.0,18.0,18.0,,,17.0
2018,20,Marcus Ericsson,Sauber,,15.0,13.0,7.0,,,20.0
2018,21,Max Verstappen,Red Bull Racing,1.0,2.0,4.0,6.0,,,3.0
2018,21,Daniel Ricciardo,Red Bull Racing,2.0,3.0,6.0,5.0,,,4.0
2018,21,Valtteri Bottas,Mercedes,3.0,1.0,5.0,2.0,,,5.0
2018,21,Lewis Hamilton,Mercedes,4.0,4.0,1.0,1.0,,,1.0
2018,21,Esteban Ocon,Racing Point,5.0,10.0,10.0,9.0,,,17.0
2018,21,Kevin Magnussen,Haas F1 Team,6.0,9.0,14.0,13.0,,,10.0
2018,21,Kimi Räikkönen,Ferrari,7.0,5.0,2.0,4.0,,,19.0
2018,21,Sebastian Vettel,Ferrari,8.0,6.0,3.0,3.0,,,2.0
2018,21,Carlos Sainz,Renault,9.0,12.0,9.0,11.0,,,6.0
2018,21,Romain Grosjean,Haas F1 Team,10.0,7.0,7.0,7.0,,,9.0
2018,21,Pierre Gasly,Toro Rosso,11.0,11.0,15.0,17.0,,,16.0
2018,21,Nico Hulkenberg,Renault,12.0,8.0,8.0,10.0,,,20.0
2018,21,Sergio Perez,Racing Point,13.0,14.0,11.0,14.0,,,8.0
2018,21,Brendon Hartley,Toro Rosso,14.0,16.0,12.0,16.0,,,12.0
2018,21,Lance Stroll,Williams,15.0,19.0,18.0,20.0,,,13.0
2018,21,Antonio Giovinazzi,Sauber,16.0,,,,,,
2018,21,Marcus Ericsson,Sauber,17.0,17.0,17.0,12.0,,,18.0
2018,21,Stoffel Vandoorne,McLaren,18.0,18.0,19.0,18.0,,,14.0
2018,21,Fernando Alonso,McLaren,19.0,13.0,16.0,15.0,,,11.0
2018,21,Robert Kubica,Williams,20.0,,,,,,
2018,21,Charles Leclerc,Sauber,,15.0,13.0,8.0,,,7.0
2018,21,Sergey Sirotkin,Williams,,20.0,20.0,19.0,,,15.0
