w_rf,w_xgb,w_mlp,median_rho,mean_rho,rho_gt_05,mae,r2
0.15,0.8,0.05,0.7398496240601502,0.7027712137486574,31,3.105714285714286,0.40554242749731473
0.2,0.05,0.75,0.7488721804511278,0.707798066595059,30,3.097142857142857,0.4155961331901181
0.2,0.1,0.7,0.7488721804511278,0.70796992481203,30,3.1,0.41593984962406017
0.2,0.15,0.65,0.7473684210526315,0.7087862513426424,30,3.0914285714285716,0.4175725026852847
0.2,0.2,0.6,0.7518796992481201,0.7082277121374865,30,3.0942857142857143,0.4164554242749732
0.2,0.25,0.55,0.7548872180451127,0.7088292158968851,30,3.085714285714286,0.41765843179377016
0.2,0.3,0.5,0.7548872180451127,0.7092588614393125,30,3.085714285714286,0.4185177228786251
0.2,0.35,0.45,0.7473684210526315,0.709344790547798,30,3.077142857142857,0.4186895810955962
0.2,0.4,0.4,0.7578947368421052,0.7099033297529539,30,3.0714285714285716,0.4198066595059077
0.2,0.45,0.35,0.7563909774436091,0.7099033297529538,30,3.0714285714285716,0.4198066595059077
0.2,0.5,0.3,0.7563909774436091,0.7099462943071966,30,3.0685714285714285,0.41989258861439316
0.2,0.55,0.25,0.7533834586466165,0.7087862513426423,31,3.0714285714285716,0.4175725026852847
0.2,0.6,0.2,0.7413533834586465,0.7069817400644468,31,3.08,0.4139634801288936
0.2,0.65,0.15,0.7458646616541353,0.7070247046186895,31,3.077142857142857,0.4140494092373792
0.2,0.7,0.1,0.7398496240601502,0.705220193340494,31,3.0914285714285716,0.41044038668098815
0.2,0.75,0.05,0.7398496240601502,0.7025563909774436,31,3.105714285714286,0.4051127819548872
0.25,0.05,0.7,0.7488721804511278,0.7086143931256712,30,3.0942857142857143,0.41722878625134263
0.25,0.1,0.65,0.7473684210526315,0.7095596133190117,30,3.085714285714286,0.4191192266380236
0.25,0.15,0.6,0.7518796992481201,0.7080988184747583,30,3.097142857142857,0.4161976369495166
0.25,0.2,0.55,0.7548872180451127,0.7083136412459722,30,3.0914285714285716,0.41662728249194414
0.25,0.25,0.5,0.7548872180451127,0.7102470461868958,30,3.077142857142857,0.42049409237379165
0.25,0.3,0.45,0.7518796992481201,0.7096025778732546,30,3.0742857142857143,0.4192051557465092
0.25,0.35,0.4,0.7578947368421052,0.708657357679914,30,3.0828571428571427,0.4173147153598281
0.25,0.4,0.35,0.7578947368421052,0.7100322234156821,30,3.0685714285714285,0.4200644468313641
0.25,0.45,0.3,0.7533834586466165,0.7101181525241675,30,3.065714285714286,0.4202363050483351
0.25,0.5,0.25,0.7533834586466165,0.7083566058002148,31,3.0742857142857143,0.4167132116004296
0.25,0.55,0.2,0.7413533834586465,0.7065091299677767,31,3.0828571428571427,0.4130182599355532
0.25,0.6,0.15,0.7458646616541353,0.7067239527389904,31,3.08,0.4134479054779807
0.25,0.65,0.1,0.7458646616541353,0.7062083780880772,31,3.085714285714286,0.4124167561761547
0.25,0.7,0.05,0.7398496240601502,0.7026852846401718,31,3.105714285714286,0.40537056928034376
0.3,0.05,0.65,0.7473684210526315,0.7099033297529538,30,3.0828571428571427,0.4198066595059077
0.3,0.1,0.6,0.7518796992481201,0.7087862513426424,30,3.0885714285714285,0.4175725026852847
0.3,0.15,0.55,0.7548872180451127,0.7093447905477981,30,3.0828571428571427,0.4186895810955962
0.3,0.2,0.5,0.7548872180451127,0.7098174006444683,30,3.077142857142857,0.4196348012889366
0.3,0.25,0.45,0.7578947368421052,0.7099033297529539,30,3.077142857142857,0.4198066595059077
0.3,0.3,0.4,0.7578947368421052,0.7082706766917293,30,3.0828571428571427,0.41654135338345866
0.3,0.35,0.35,0.7609022556390977,0.7110204081632653,30,3.06,0.42204081632653057
