w_rf,w_xgb,w_mlp,median_rho,mean_rho,rho_gt_05,mae,r2
0.25,0.5,0.25,0.8766917293233082,0.8282817970765781,32,2.386321626617375,0.5832313616324762
0.25,0.55,0.2,0.8766917293233082,0.8291768271533863,32,2.386321626617375,0.5826423934100879
0.25,0.6,0.15,0.8766917293233082,0.8284722457256735,32,2.3826247689463957,0.5833786036880733
0.25,0.65,0.1,0.8766917293233082,0.8281751552295559,32,2.3900184842883547,0.5805810046317288
0.25,0.7,0.05,0.8766917293233082,0.8279803647627618,32,2.401109057301294,0.5760165009082194
0.3,0.05,0.65,0.8766917293233082,0.8361197242975217,33,2.3826247689463957,0.5919186429127037
0.3,0.1,0.6,0.8766917293233082,0.8355395975099645,33,2.3900184842883547,0.5885320756339709
0.3,0.15,0.55,0.8736842105263156,0.8363177549267775,33,2.3844731977818854,0.5899308751621433
0.3,0.2,0.5,0.8676470588235294,0.8363159080341742,33,2.3807763401109057,0.5905198433845316
0.3,0.25,0.45,0.8676470588235294,0.8320163486815411,33,2.3826247689463957,0.5902989803011358
0.3,0.3,0.4,0.8647058823529412,0.8297237231292959,32,2.3844731977818854,0.5871332761057988
0.3,0.35,0.35,0.8647058823529412,0.8308229806460677,32,2.3659889094269873,0.5912560536625169
0.3,0.4,0.3,0.8766917293233082,0.8306282954845537,32,2.3696857670979665,0.5897836331065461
0.3,0.45,0.25,0.8766917293233082,0.8290768924426598,32,2.378927911275416,0.5851455083552382
0.3,0.5,0.2,0.8766917293233082,0.8297065532138509,32,2.3752310536044363,0.5852927504108353
0.3,0.55,0.15,0.8766917293233082,0.8295306528942088,32,2.3826247689463957,0.5830841195768792
0.3,0.6,0.1,0.8766917293233082,0.8287324307713515,32,2.3900184842883547,0.5805810046317288
0.3,0.65,0.05,0.8766917293233082,0.8267679607728259,32,2.410351201478743,0.5744704593244502
0.35,0.05,0.6,0.8676470588235294,0.8349260889486454,33,2.397412199630314,0.5879431074115826
0.35,0.1,0.55,0.8676470588235294,0.8353420772062965,33,2.3937153419593344,0.5888265597451652
0.35,0.15,0.5,0.8676470588235294,0.8315500016716292,33,2.3937153419593344,0.5888265597451652
0.35,0.2,0.45,0.8642857142857141,0.8297725037751574,32,2.388170055452865,0.58757500227259
0.35,0.25,0.4,0.8666666666666666,0.830457449818352,32,2.3733826247689462,0.589489148995352
0.35,0.3,0.35,0.875,0.8285550046297503,32,2.367837338262477,0.5875013812447915
0.35,0.35,0.3,0.875,0.8289278906262542,32,2.3752310536044363,0.5870596550780003
0.35,0.4,0.25,0.875,0.8285194710935532,32,2.378927911275416,0.5849982662996411
