Season,RaceNumber,Location,Driver,Race
2010,1,Sakhir,Fernando Alonso,1.0
2010,1,Sakhir,Felipe Massa,2.0
2010,1,Sakhir,Lewis Hamilton,3.0
2010,1,Sakhir,Sebastian Vettel,4.0
2010,1,Sakhir,Nico Rosberg,5.0
2010,1,Sakhir,Michael Schumacher,6.0
2010,1,Sakhir,Jenson Button,7.0
2010,1,Sakhir,Mark Webber,8.0
2010,1,Sakhir,Vitantonio Liuzzi,9.0
2010,1,Sakhir,Rubens Barrichello,10.0
2010,1,Sakhir,Robert Kubica,11.0
2010,1,Sakhir,Adrian Sutil,12.0
2010,1,Sakhir,Jaime Alguersuari,13.0
2010,1,Sakhir,Nico Hulkenberg,14.0
2010,1,Sakhir,Heikki Kovalainen,15.0
2010,1,Sakhir,Sébastien Buemi,16.0
2010,1,Sakhir,Jarno Trulli,17.0
2010,1,Sakhir,Pedro de la Rosa,18.0
2010,1,Sakhir,Bruno Senna,19.0
2010,1,Sakhir,Timo Glock,20.0
2010,1,Sakhir,Vitaly Petrov,21.0
2010,1,Sakhir,Kamui Kobayashi,22.0
2010,1,Sakhir,Lucas di Grassi,23.0
2010,1,Sakhir,Karun Chandhok,24.0
2010,2,Melbourne,Jenson Button,1.0
2010,2,Melbourne,Robert Kubica,2.0
2010,2,Melbourne,Felipe Massa,3.0
2010,2,Melbourne,Fernando Alonso,4.0
2010,2,Melbourne,Nico Rosberg,5.0
2010,2,Melbourne,Lewis Hamilton,6.0
2010,2,Melbourne,Vitantonio Liuzzi,7.0
2010,2,Melbourne,Rubens Barrichello,8.0
2010,2,Melbourne,Mark Webber,9.0
2010,2,Melbourne,Michael Schumacher,10.0
2010,2,Melbourne,Jaime Alguersuari,11.0
2010,2,Melbourne,Pedro de la Rosa,12.0
2010,2,Melbourne,Heikki Kovalainen,13.0
2010,2,Melbourne,Karun Chandhok,14.0
2010,2,Melbourne,Timo Glock,15.0
2010,2,Melbourne,Lucas di Grassi,16.0
2010,2,Melbourne,Sebastian Vettel,17.0
2010,2,Melbourne,Adrian Sutil,18.0
2010,2,Melbourne,Vitaly Petrov,19.0
2010,2,Melbourne,Bruno Senna,20.0
2010,2,Melbourne,Sébastien Buemi,21.0
2010,2,Melbourne,Nico Hulkenberg,22.0
2010,2,Melbourne,Kamui Kobayashi,23.0
2010,2,Melbourne,Jarno Trulli,24.0
2010,3,Kuala Lumpur,Sebastian Vettel,1.0
2010,3,Kuala Lumpur,Mark Webber,2.0
2010,3,Kuala Lumpur,Nico Rosberg,3.0
2010,3,Kuala Lumpur,Robert Kubica,4.0
2010,3,Kuala Lumpur,Adrian Sutil,5.0
2010,3,Kuala Lumpur,Lewis Hamilton,6.0
2010,3,Kuala Lumpur,Felipe Massa,7.0
2010,3,Kuala Lumpur,Jenson Button,8.0
2010,3,Kuala Lumpur,Jaime Alguersuari,9.0
2010,3,Kuala Lumpur,Nico Hulkenberg,10.0
2010,3,Kuala Lumpur,Sébastien Buemi,11.0
2010,3,Kuala Lumpur,Rubens Barrichello,12.0
2010,3,Kuala Lumpur,Fernando Alonso,13.0
2010,3,Kuala Lumpur,Lucas di Grassi,14.0
2010,3,Kuala Lumpur,Karun Chandhok,15.0
2010,3,Kuala Lumpur,Bruno Senna,16.0
2010,3,Kuala Lumpur,Jarno Trulli,17.0
2010,3,Kuala Lumpur,Heikki Kovalainen,18.0
2010,3,Kuala Lumpur,Vitaly Petrov,19.0
2010,3,Kuala Lumpur,Vitantonio Liuzzi,20.0
2010,3,Kuala Lumpur,Michael Schumacher,21.0
2010,3,Kuala Lumpur,Kamui Kobayashi,22.0
2010,3,Kuala Lumpur,Timo Glock,23.0
2010,3,Kuala Lumpur,Pedro de la Rosa,24.0
2010,4,Shanghai,Jenson Button,1.0
2010,4,Shanghai,Lewis Hamilton,2.0
2010,4,Shanghai,Nico Rosberg,3.0
2010,4,Shanghai,Fernando Alonso,4.0
2010,4,Shanghai,Robert Kubica,5.0
2010,4,Shanghai,Sebastian Vettel,6.0
2010,4,Shanghai,Vitaly Petrov,7.0
2010,4,Shanghai,Mark Webber,8.0
2010,4,Shanghai,Felipe Massa,9.0
2010,4,Shanghai,Michael Schumacher,10.0
2010,4,Shanghai,Adrian Sutil,11.0
2010,4,Shanghai,Rubens Barrichello,12.0
2010,4,Shanghai,Jaime Alguersuari,13.0
2010,4,Shanghai,Heikki Kovalainen,14.0
2010,4,Shanghai,Nico Hulkenberg,15.0
2010,4,Shanghai,Bruno Senna,16.0
2010,4,Shanghai,Karun Chandhok,17.0
2010,4,Shanghai,Jarno Trulli,18.0
2010,4,Shanghai,Lucas di Grassi,19.0
2010,4,Shanghai,Pedro de la Rosa,20.0
2010,4,Shanghai,Sébastien Buemi,21.0
2010,4,Shanghai,Kamui Kobayashi,22.0
2010,4,Shanghai,Vitantonio Liuzzi,23.0
2010,4,Shanghai,Timo Glock,24.0
2010,5,Barcelona,Mark Webber,1.0
2010,5,Barcelona,Fernando Alonso,2.0
2010,5,Barcelona,Sebastian Vettel,3.0
2010,5,Barcelona,Michael Schumacher,4.0
2010,5,Barcelona,Jenson Button,5.0
2010,5,Barcelona,Felipe Massa,6.0
2010,5,Barcelona,Adrian Sutil,7.0
2010,5,Barcelona,Robert Kubica,8.0
2010,5,Barcelona,Rubens Barrichello,9.0
2010,5,Barcelona,Jaime Alguersuari,10.0
2010,5,Barcelona,Vitaly Petrov,11.0
2010,5,Barcelona,Kamui Kobayashi,12.0
2010,5,Barcelona,Nico Rosberg,13.0
2010,5,Barcelona,Lewis Hamilton,14.0
2010,5,Barcelona,Vitantonio Liuzzi,15.0
2010,5,Barcelona,Nico Hulkenberg,16.0
2010,5,Barcelona,Jarno Trulli,17.0
2010,5,Barcelona,Timo Glock,18.0
2010,5,Barcelona,Lucas di Grassi,19.0
2010,5,Barcelona,Sébastien Buemi,20.0
2010,5,Barcelona,Karun Chandhok,21.0
2010,5,Barcelona,Pedro de la Rosa,22.0
2010,5,Barcelona,Bruno Senna,23.0
2010,5,Barcelona,Heikki Kovalainen,24.0
2010,6,Monte Carlo,Mark Webber,1.0
2010,6,Monte Carlo,Sebastian Vettel,2.0
2010,6,Monte Carlo,Robert Kubica,3.0
2010,6,Monte Carlo,Felipe Massa,4.0
2010,6,Monte Carlo,Lewis Hamilton,5.0
2010,6,Monte Carlo,Fernando Alonso,6.0
2010,6,Monte Carlo,Nico Rosberg,7.0
2010,6,Monte Carlo,Adrian Sutil,8.0
2010,6,Monte Carlo,Vitantonio Liuzzi,9.0
2010,6,Monte Carlo,Sébastien Buemi,10.0
2010,6,Monte Carlo,Jaime Alguersuari,11.0
2010,6,Monte Carlo,Michael Schumacher,12.0
2010,6,Monte Carlo,Vitaly Petrov,13.0
2010,6,Monte Carlo,Karun Chandhok,14.0
2010,6,Monte Carlo,Jarno Trulli,15.0
2010,6,Monte Carlo,Heikki Kovalainen,16.0
2010,6,Monte Carlo,Bruno Senna,17.0
2010,6,Monte Carlo,Rubens Barrichello,18.0
2010,6,Monte Carlo,Kamui Kobayashi,19.0
2010,6,Monte Carlo,Lucas di Grassi,20.0
2010,6,Monte Carlo,Timo Glock,21.0
2010,6,Monte Carlo,Pedro de la Rosa,22.0
2010,6,Monte Carlo,Jenson Button,23.0
2010,6,Monte Carlo,Nico Hulkenberg,24.0
2010,7,Istanbul,Lewis Hamilton,1.0
2010,7,Istanbul,Jenson Button,2.0
2010,7,Istanbul,Mark Webber,3.0
2010,7,Istanbul,Michael Schumacher,4.0
2010,7,Istanbul,Nico Rosberg,5.0
2010,7,Istanbul,Robert Kubica,6.0
2010,7,Istanbul,Felipe Massa,7.0
2010,7,Istanbul,Fernando Alonso,8.0
2010,7,Istanbul,Adrian Sutil,9.0
2010,7,Istanbul,Kamui Kobayashi,10.0
2010,7,Istanbul,Pedro de la Rosa,11.0
2010,7,Istanbul,Jaime Alguersuari,12.0
2010,7,Istanbul,Vitantonio Liuzzi,13.0
2010,7,Istanbul,Rubens Barrichello,14.0
2010,7,Istanbul,Vitaly Petrov,15.0
2010,7,Istanbul,Sébastien Buemi,16.0
2010,7,Istanbul,Nico Hulkenberg,17.0
2010,7,Istanbul,Timo Glock,18.0
2010,7,Istanbul,Lucas di Grassi,19.0
2010,7,Istanbul,Karun Chandhok,20.0
2010,7,Istanbul,Bruno Senna,21.0
2010,7,Istanbul,Sebastian Vettel,22.0
2010,7,Istanbul,Heikki Kovalainen,23.0
2010,7,Istanbul,Jarno Trulli,24.0
2010,8,Montreal,Lewis Hamilton,1.0
2010,8,Montreal,Jenson Button,2.0
2010,8,Montreal,Fernando Alonso,3.0
2010,8,Montreal,Sebastian Vettel,4.0
2010,8,Montreal,Mark Webber,5.0
2010,8,Montreal,Nico Rosberg,6.0
2010,8,Montreal,Robert Kubica,7.0
2010,8,Montreal,Sébastien Buemi,8.0
2010,8,Montreal,Vitantonio Liuzzi,9.0
2010,8,Montreal,Adrian Sutil,10.0
2010,8,Montreal,Michael Schumacher,11.0
2010,8,Montreal,Jaime Alguersuari,12.0
2010,8,Montreal,Nico Hulkenberg,13.0
2010,8,Montreal,Rubens Barrichello,14.0
2010,8,Montreal,Felipe Massa,15.0
2010,8,Montreal,Heikki Kovalainen,16.0
2010,8,Montreal,Vitaly Petrov,17.0
2010,8,Montreal,Karun Chandhok,18.0
2010,8,Montreal,Lucas di Grassi,19.0
2010,8,Montreal,Timo Glock,20.0
2010,8,Montreal,Jarno Trulli,21.0
2010,8,Montreal,Pedro de la Rosa,22.0
2010,8,Montreal,Bruno Senna,23.0
2010,8,Montreal,Kamui Kobayashi,24.0
2010,9,Valencia,Sebastian Vettel,1.0
2010,9,Valencia,Lewis Hamilton,2.0
2010,9,Valencia,Jenson Button,3.0
2010,9,Valencia,Rubens Barrichello,4.0
2010,9,Valencia,Robert Kubica,5.0
2010,9,Valencia,Adrian Sutil,6.0
2010,9,Valencia,Kamui Kobayashi,7.0
2010,9,Valencia,Fernando Alonso,8.0
2010,9,Valencia,Sébastien Buemi,9.0
2010,9,Valencia,Nico Rosberg,10.0
2010,9,Valencia,Felipe Massa,11.0
2010,9,Valencia,Pedro de la Rosa,12.0
2010,9,Valencia,Jaime Alguersuari,13.0
2010,9,Valencia,Vitaly Petrov,14.0
2010,9,Valencia,Michael Schumacher,15.0
2010,9,Valencia,Vitantonio Liuzzi,16.0
2010,9,Valencia,Lucas di Grassi,17.0
2010,9,Valencia,Karun Chandhok,18.0
2010,9,Valencia,Timo Glock,19.0
2010,9,Valencia,Bruno Senna,20.0
2010,9,Valencia,Jarno Trulli,21.0
2010,9,Valencia,Nico Hulkenberg,22.0
2010,9,Valencia,Heikki Kovalainen,23.0
2010,9,Valencia,Mark Webber,24.0
2010,10,Silverstone,Mark Webber,1.0
2010,10,Silverstone,Lewis Hamilton,2.0
2010,10,Silverstone,Nico Rosberg,3.0
2010,10,Silverstone,Jenson Button,4.0
2010,10,Silverstone,Rubens Barrichello,5.0
2010,10,Silverstone,Kamui Kobayashi,6.0
2010,10,Silverstone,Sebastian Vettel,7.0
2010,10,Silverstone,Adrian Sutil,8.0
2010,10,Silverstone,Michael Schumacher,9.0
2010,10,Silverstone,Nico Hulkenberg,10.0
2010,10,Silverstone,Vitantonio Liuzzi,11.0
2010,10,Silverstone,Sébastien Buemi,12.0
2010,10,Silverstone,Vitaly Petrov,13.0
2010,10,Silverstone,Fernando Alonso,14.0
2010,10,Silverstone,Felipe Massa,15.0
2010,10,Silverstone,Jarno Trulli,16.0
2010,10,Silverstone,Heikki Kovalainen,17.0
2010,10,Silverstone,Timo Glock,18.0
2010,10,Silverstone,Karun Chandhok,19.0
2010,10,Silverstone,Sakon Yamamoto,20.0
2010,10,Silverstone,Jaime Alguersuari,21.0
2010,10,Silverstone,Pedro de la Rosa,22.0
2010,10,Silverstone,Robert Kubica,23.0
2010,10,Silverstone,Lucas di Grassi,24.0
2010,11,Hockenheim,Fernando Alonso,1.0
2010,11,Hockenheim,Felipe Massa,2.0
2010,11,Hockenheim,Sebastian Vettel,3.0
2010,11,Hockenheim,Lewis Hamilton,4.0
2010,11,Hockenheim,Jenson Button,5.0
2010,11,Hockenheim,Mark Webber,6.0
2010,11,Hockenheim,Robert Kubica,7.0
2010,11,Hockenheim,Nico Rosberg,8.0
2010,11,Hockenheim,Michael Schumacher,9.0
2010,11,Hockenheim,Vitaly Petrov,10.0
2010,11,Hockenheim,Kamui Kobayashi,11.0
2010,11,Hockenheim,Rubens Barrichello,12.0
2010,11,Hockenheim,Nico Hulkenberg,13.0
2010,11,Hockenheim,Pedro de la Rosa,14.0
2010,11,Hockenheim,Jaime Alguersuari,15.0
2010,11,Hockenheim,Vitantonio Liuzzi,16.0
2010,11,Hockenheim,Adrian Sutil,17.0
2010,11,Hockenheim,Timo Glock,18.0
2010,11,Hockenheim,Bruno Senna,19.0
2010,11,Hockenheim,Heikki Kovalainen,20.0
2010,11,Hockenheim,Lucas di Grassi,21.0
2010,11,Hockenheim,Sakon Yamamoto,22.0
2010,11,Hockenheim,Jarno Trulli,23.0
2010,11,Hockenheim,Sébastien Buemi,24.0
2010,12,Budapest,Mark Webber,1.0
2010,12,Budapest,Fernando Alonso,2.0
2010,12,Budapest,Sebastian Vettel,3.0
2010,12,Budapest,Felipe Massa,4.0
2010,12,Budapest,Vitaly Petrov,5.0
2010,12,Budapest,Nico Hulkenberg,6.0
2010,12,Budapest,Pedro de la Rosa,7.0
2010,12,Budapest,Jenson Button,8.0
2010,12,Budapest,Kamui Kobayashi,9.0
2010,12,Budapest,Rubens Barrichello,10.0
2010,12,Budapest,Michael Schumacher,11.0
2010,12,Budapest,Sébastien Buemi,12.0
2010,12,Budapest,Vitantonio Liuzzi,13.0
2010,12,Budapest,Heikki Kovalainen,14.0
2010,12,Budapest,Jarno Trulli,15.0
2010,12,Budapest,Timo Glock,16.0
2010,12,Budapest,Bruno Senna,17.0
2010,12,Budapest,Lucas di Grassi,18.0
2010,12,Budapest,Sakon Yamamoto,19.0
2010,12,Budapest,Lewis Hamilton,20.0
2010,12,Budapest,Robert Kubica,21.0
2010,12,Budapest,Nico Rosberg,22.0
2010,12,Budapest,Adrian Sutil,23.0
2010,12,Budapest,Jaime Alguersuari,24.0
2010,13,Spa,Lewis Hamilton,1.0
2010,13,Spa,Mark Webber,2.0
2010,13,Spa,Robert Kubica,3.0
2010,13,Spa,Felipe Massa,4.0
2010,13,Spa,Adrian Sutil,5.0
2010,13,Spa,Nico Rosberg,6.0
2010,13,Spa,Michael Schumacher,7.0
2010,13,Spa,Kamui Kobayashi,8.0
2010,13,Spa,Vitaly Petrov,9.0
2010,13,Spa,Vitantonio Liuzzi,10.0
2010,13,Spa,Pedro de la Rosa,11.0
2010,13,Spa,Sébastien Buemi,12.0
2010,13,Spa,Jaime Alguersuari,13.0
2010,13,Spa,Nico Hulkenberg,14.0
2010,13,Spa,Sebastian Vettel,15.0
2010,13,Spa,Heikki Kovalainen,16.0
2010,13,Spa,Lucas di Grassi,17.0
2010,13,Spa,Timo Glock,18.0
2010,13,Spa,Jarno Trulli,19.0
2010,13,Spa,Sakon Yamamoto,20.0
2010,13,Spa,Fernando Alonso,21.0
2010,13,Spa,Jenson Button,22.0
2010,13,Spa,Bruno Senna,23.0
2010,13,Spa,Rubens Barrichello,24.0
2010,14,Monza,Fernando Alonso,1.0
2010,14,Monza,Jenson Button,2.0
2010,14,Monza,Felipe Massa,3.0
2010,14,Monza,Sebastian Vettel,4.0
2010,14,Monza,Nico Rosberg,5.0
2010,14,Monza,Mark Webber,6.0
2010,14,Monza,Nico Hulkenberg,7.0
2010,14,Monza,Robert Kubica,8.0
2010,14,Monza,Michael Schumacher,9.0
2010,14,Monza,Rubens Barrichello,10.0
2010,14,Monza,Sébastien Buemi,11.0
2010,14,Monza,Vitantonio Liuzzi,12.0
2010,14,Monza,Vitaly Petrov,13.0
2010,14,Monza,Pedro de la Rosa,14.0
2010,14,Monza,Jaime Alguersuari,15.0
2010,14,Monza,Adrian Sutil,16.0
2010,14,Monza,Timo Glock,17.0
2010,14,Monza,Heikki Kovalainen,18.0
2010,14,Monza,Sakon Yamamoto,19.0
2010,14,Monza,Lucas di Grassi,20.0
2010,14,Monza,Jarno Trulli,21.0
2010,14,Monza,Bruno Senna,22.0
2010,14,Monza,Lewis Hamilton,23.0
2010,14,Monza,Kamui Kobayashi,24.0
2010,15,Marina Bay,Fernando Alonso,1.0
2010,15,Marina Bay,Sebastian Vettel,2.0
2010,15,Marina Bay,Mark Webber,3.0
2010,15,Marina Bay,Jenson Button,4.0
2010,15,Marina Bay,Nico Rosberg,5.0
2010,15,Marina Bay,Rubens Barrichello,6.0
2010,15,Marina Bay,Robert Kubica,7.0
2010,15,Marina Bay,Felipe Massa,8.0
2010,15,Marina Bay,Adrian Sutil,9.0
2010,15,Marina Bay,Nico Hulkenberg,10.0
2010,15,Marina Bay,Vitaly Petrov,11.0
2010,15,Marina Bay,Jaime Alguersuari,12.0
2010,15,Marina Bay,Michael Schumacher,13.0
2010,15,Marina Bay,Sébastien Buemi,14.0
2010,15,Marina Bay,Lucas di Grassi,15.0
2010,15,Marina Bay,Heikki Kovalainen,16.0
2010,15,Marina Bay,Timo Glock,17.0
2010,15,Marina Bay,Nick Heidfeld,18.0
2010,15,Marina Bay,Lewis Hamilton,19.0
2010,15,Marina Bay,Christian Klien,20.0
2010,15,Marina Bay,Kamui Kobayashi,21.0
2010,15,Marina Bay,Bruno Senna,22.0
2010,15,Marina Bay,Jarno Trulli,23.0
2010,15,Marina Bay,Vitantonio Liuzzi,24.0
2010,16,Suzuka,Sebastian Vettel,1.0
2010,16,Suzuka,Mark Webber,2.0
2010,16,Suzuka,Fernando Alonso,3.0
2010,16,Suzuka,Jenson Button,4.0
2010,16,Suzuka,Lewis Hamilton,5.0
2010,16,Suzuka,Michael Schumacher,6.0
2010,16,Suzuka,Kamui Kobayashi,7.0
2010,16,Suzuka,Nick Heidfeld,8.0
2010,16,Suzuka,Rubens Barrichello,9.0
2010,16,Suzuka,Sébastien Buemi,10.0
2010,16,Suzuka,Jaime Alguersuari,11.0
2010,16,Suzuka,Heikki Kovalainen,12.0
2010,16,Suzuka,Jarno Trulli,13.0
2010,16,Suzuka,Timo Glock,14.0
2010,16,Suzuka,Bruno Senna,15.0
2010,16,Suzuka,Sakon Yamamoto,16.0
2010,16,Suzuka,Nico Rosberg,17.0
2010,16,Suzuka,Adrian Sutil,18.0
2010,16,Suzuka,Robert Kubica,19.0
2010,16,Suzuka,Nico Hulkenberg,20.0
2010,16,Suzuka,Felipe Massa,21.0
2010,16,Suzuka,Vitaly Petrov,22.0
2010,16,Suzuka,Vitantonio Liuzzi,23.0
2010,16,Suzuka,Lucas di Grassi,24.0
2010,17,Yeongam County,Fernando Alonso,1.0
2010,17,Yeongam County,Lewis Hamilton,2.0
2010,17,Yeongam County,Felipe Massa,3.0
2010,17,Yeongam County,Michael Schumacher,4.0
2010,17,Yeongam County,Robert Kubica,5.0
2010,17,Yeongam County,Vitantonio Liuzzi,6.0
2010,17,Yeongam County,Rubens Barrichello,7.0
2010,17,Yeongam County,Kamui Kobayashi,8.0
2010,17,Yeongam County,Nick Heidfeld,9.0
2010,17,Yeongam County,Nico Hulkenberg,10.0
2010,17,Yeongam County,Jaime Alguersuari,11.0
2010,17,Yeongam County,Jenson Button,12.0
2010,17,Yeongam County,Heikki Kovalainen,13.0
2010,17,Yeongam County,Bruno Senna,14.0
2010,17,Yeongam County,Sakon Yamamoto,15.0
2010,17,Yeongam County,Adrian Sutil,16.0
2010,17,Yeongam County,Sebastian Vettel,17.0
2010,17,Yeongam County,Vitaly Petrov,18.0
2010,17,Yeongam County,Timo Glock,19.0
2010,17,Yeongam County,Sébastien Buemi,20.0
2010,17,Yeongam County,Lucas di Grassi,21.0
2010,17,Yeongam County,Jarno Trulli,22.0
2010,17,Yeongam County,Mark Webber,23.0
2010,17,Yeongam County,Nico Rosberg,24.0
2010,18,São Paulo,Sebastian Vettel,1.0
2010,18,São Paulo,Mark Webber,2.0
2010,18,São Paulo,Fernando Alonso,3.0
2010,18,São Paulo,Lewis Hamilton,4.0
2010,18,São Paulo,Jenson Button,5.0
2010,18,São Paulo,Nico Rosberg,6.0
2010,18,São Paulo,Michael Schumacher,7.0
2010,18,São Paulo,Nico Hulkenberg,8.0
2010,18,São Paulo,Robert Kubica,9.0
2010,18,São Paulo,Kamui Kobayashi,10.0
2010,18,São Paulo,Jaime Alguersuari,11.0
2010,18,São Paulo,Adrian Sutil,12.0
2010,18,São Paulo,Sébastien Buemi,13.0
2010,18,São Paulo,Rubens Barrichello,14.0
2010,18,São Paulo,Felipe Massa,15.0
2010,18,São Paulo,Vitaly Petrov,16.0
2010,18,São Paulo,Nick Heidfeld,17.0
2010,18,São Paulo,Heikki Kovalainen,18.0
2010,18,São Paulo,Jarno Trulli,19.0
2010,18,São Paulo,Timo Glock,20.0
2010,18,São Paulo,Bruno Senna,21.0
2010,18,São Paulo,Christian Klien,22.0
2010,18,São Paulo,Lucas di Grassi,23.0
2010,18,São Paulo,Vitantonio Liuzzi,24.0
2010,19,Abu Dhabi,Sebastian Vettel,1.0
2010,19,Abu Dhabi,Lewis Hamilton,2.0
2010,19,Abu Dhabi,Jenson Button,3.0
2010,19,Abu Dhabi,Nico Rosberg,4.0
2010,19,Abu Dhabi,Robert Kubica,5.0
2010,19,Abu Dhabi,Vitaly Petrov,6.0
2010,19,Abu Dhabi,Fernando Alonso,7.0
2010,19,Abu Dhabi,Mark Webber,8.0
2010,19,Abu Dhabi,Jaime Alguersuari,9.0
2010,19,Abu Dhabi,Felipe Massa,10.0
2010,19,Abu Dhabi,Nick Heidfeld,11.0
2010,19,Abu Dhabi,Rubens Barrichello,12.0
2010,19,Abu Dhabi,Adrian Sutil,13.0
2010,19,Abu Dhabi,Kamui Kobayashi,14.0
2010,19,Abu Dhabi,Sébastien Buemi,15.0
2010,19,Abu Dhabi,Nico Hulkenberg,16.0
2010,19,Abu Dhabi,Heikki Kovalainen,17.0
2010,19,Abu Dhabi,Lucas di Grassi,18.0
2010,19,Abu Dhabi,Bruno Senna,19.0
2010,19,Abu Dhabi,Christian Klien,20.0
2010,19,Abu Dhabi,Jarno Trulli,21.0
2010,19,Abu Dhabi,Timo Glock,22.0
2010,19,Abu Dhabi,Michael Schumacher,23.0
2010,19,Abu Dhabi,Vitantonio Liuzzi,24.0
2011,1,Melbourne,Sebastian Vettel,1.0
2011,1,Melbourne,Lewis Hamilton,2.0
2011,1,Melbourne,Vitaly Petrov,3.0
2011,1,Melbourne,Fernando Alonso,4.0
2011,1,Melbourne,Mark Webber,5.0
2011,1,Melbourne,Jenson Button,6.0
2011,1,Melbourne,Felipe Massa,7.0
2011,1,Melbourne,Sébastien Buemi,8.0
2011,1,Melbourne,Adrian Sutil,9.0
2011,1,Melbourne,Paul di Resta,10.0
2011,1,Melbourne,Jaime Alguersuari,11.0
2011,1,Melbourne,Nick Heidfeld,12.0
2011,1,Melbourne,Jarno Trulli,13.0
2011,1,Melbourne,Jérôme d'Ambrosio,14.0
2011,1,Melbourne,Timo Glock,15.0
2011,1,Melbourne,Rubens Barrichello,16.0
2011,1,Melbourne,Nico Rosberg,17.0
2011,1,Melbourne,Heikki Kovalainen,18.0
2011,1,Melbourne,Michael Schumacher,19.0
2011,1,Melbourne,Pastor Maldonado,20.0
2011,1,Melbourne,Kamui Kobayashi,21.0
2011,1,Melbourne,Sergio Perez,22.0
2011,2,Kuala Lumpur,Sebastian Vettel,1.0
2011,2,Kuala Lumpur,Jenson Button,2.0
2011,2,Kuala Lumpur,Nick Heidfeld,3.0
2011,2,Kuala Lumpur,Mark Webber,4.0
2011,2,Kuala Lumpur,Felipe Massa,5.0
2011,2,Kuala Lumpur,Fernando Alonso,6.0
2011,2,Kuala Lumpur,Kamui Kobayashi,7.0
2011,2,Kuala Lumpur,Lewis Hamilton,8.0
2011,2,Kuala Lumpur,Michael Schumacher,9.0
2011,2,Kuala Lumpur,Paul di Resta,10.0
2011,2,Kuala Lumpur,Adrian Sutil,11.0
2011,2,Kuala Lumpur,Nico Rosberg,12.0
2011,2,Kuala Lumpur,Sébastien Buemi,13.0
2011,2,Kuala Lumpur,Jaime Alguersuari,14.0
2011,2,Kuala Lumpur,Heikki Kovalainen,15.0
2011,2,Kuala Lumpur,Timo Glock,16.0
2011,2,Kuala Lumpur,Vitaly Petrov,17.0
2011,2,Kuala Lumpur,Vitantonio Liuzzi,18.0
2011,2,Kuala Lumpur,Jérôme d'Ambrosio,19.0
2011,2,Kuala Lumpur,Jarno Trulli,20.0
2011,2,Kuala Lumpur,Sergio Perez,21.0
2011,2,Kuala Lumpur,Rubens Barrichello,22.0
2011,2,Kuala Lumpur,Narain Karthikeyan,23.0
2011,2,Kuala Lumpur,Pastor Maldonado,24.0
2011,3,Shanghai,Lewis Hamilton,1.0
2011,3,Shanghai,Sebastian Vettel,2.0
2011,3,Shanghai,Mark Webber,3.0
2011,3,Shanghai,Jenson Button,4.0
2011,3,Shanghai,Nico Rosberg,5.0
2011,3,Shanghai,Felipe Massa,6.0
2011,3,Shanghai,Fernando Alonso,7.0
2011,3,Shanghai,Michael Schumacher,8.0
2011,3,Shanghai,Vitaly Petrov,9.0
2011,3,Shanghai,Kamui Kobayashi,10.0
2011,3,Shanghai,Paul di Resta,11.0
2011,3,Shanghai,Nick Heidfeld,12.0
2011,3,Shanghai,Rubens Barrichello,13.0
2011,3,Shanghai,Sébastien Buemi,14.0
2011,3,Shanghai,Adrian Sutil,15.0
2011,3,Shanghai,Heikki Kovalainen,16.0
2011,3,Shanghai,Sergio Perez,17.0
2011,3,Shanghai,Pastor Maldonado,18.0
2011,3,Shanghai,Jarno Trulli,19.0
2011,3,Shanghai,Jérôme d'Ambrosio,20.0
2011,3,Shanghai,Timo Glock,21.0
2011,3,Shanghai,Vitantonio Liuzzi,22.0
2011,3,Shanghai,Narain Karthikeyan,23.0
2011,3,Shanghai,Jaime Alguersuari,24.0
2011,4,Istanbul,Sebastian Vettel,1.0
2011,4,Istanbul,Mark Webber,2.0
2011,4,Istanbul,Fernando Alonso,3.0
2011,4,Istanbul,Lewis Hamilton,4.0
2011,4,Istanbul,Nico Rosberg,5.0
2011,4,Istanbul,Jenson Button,6.0
2011,4,Istanbul,Nick Heidfeld,7.0
2011,4,Istanbul,Vitaly Petrov,8.0
2011,4,Istanbul,Sébastien Buemi,9.0
2011,4,Istanbul,Kamui Kobayashi,10.0
2011,4,Istanbul,Felipe Massa,11.0
2011,4,Istanbul,Michael Schumacher,12.0
2011,4,Istanbul,Adrian Sutil,13.0
2011,4,Istanbul,Sergio Perez,14.0
2011,4,Istanbul,Rubens Barrichello,15.0
2011,4,Istanbul,Jaime Alguersuari,16.0
2011,4,Istanbul,Pastor Maldonado,17.0
2011,4,Istanbul,Jarno Trulli,18.0
2011,4,Istanbul,Heikki Kovalainen,19.0
2011,4,Istanbul,Jérôme d'Ambrosio,20.0
2011,4,Istanbul,Narain Karthikeyan,21.0
2011,4,Istanbul,Vitantonio Liuzzi,22.0
2011,4,Istanbul,Paul di Resta,23.0
2011,4,Istanbul,Timo Glock,24.0
2011,5,Barcelona,Sebastian Vettel,1.0
2011,5,Barcelona,Lewis Hamilton,2.0
2011,5,Barcelona,Jenson Button,3.0
2011,5,Barcelona,Mark Webber,4.0
2011,5,Barcelona,Fernando Alonso,5.0
2011,5,Barcelona,Michael Schumacher,6.0
2011,5,Barcelona,Nico Rosberg,7.0
2011,5,Barcelona,Nick Heidfeld,8.0
2011,5,Barcelona,Sergio Perez,9.0
2011,5,Barcelona,Kamui Kobayashi,10.0
2011,5,Barcelona,Vitaly Petrov,11.0
2011,5,Barcelona,Paul di Resta,12.0
