Season,RaceNumber,Location,Driver,Race
2017,17,Austin,Daniil Kvyat,10.0
2017,17,Austin,Lance Stroll,11.0
2017,17,Austin,Stoffel Vandoorne,12.0
2017,17,Austin,Brendon Hartley,13.0
2017,17,Austin,Romain Grosjean,14.0
2017,17,Austin,Marcus Ericsson,15.0
2017,17,Austin,Kevin Magnussen,16.0
2017,17,Austin,Fernando Alonso,17.0
2017,17,Austin,Daniel Ricciardo,18.0
2017,17,Austin,Pascal Wehrlein,19.0
2017,17,Austin,Nico Hulkenberg,20.0
2017,18,Mexico City,Max Verstappen,1.0
2017,18,Mexico City,Valtteri Bottas,2.0
2017,18,Mexico City,Kimi Räikkönen,3.0
2017,18,Mexico City,Sebastian Vettel,4.0
2017,18,Mexico City,Esteban Ocon,5.0
2017,18,Mexico City,Lance Stroll,6.0
2017,18,Mexico City,Sergio Perez,7.0
2017,18,Mexico City,Kevin Magnussen,8.0
2017,18,Mexico City,Lewis Hamilton,9.0
2017,18,Mexico City,Fernando Alonso,10.0
2017,18,Mexico City,Felipe Massa,11.0
2017,18,Mexico City,Stoffel Vandoorne,12.0
2017,18,Mexico City,Pierre Gasly,13.0
2017,18,Mexico City,Pascal Wehrlein,14.0
2017,18,Mexico City,Romain Grosjean,15.0
2017,18,Mexico City,Carlos Sainz,16.0
2017,18,Mexico City,Marcus Ericsson,17.0
2017,18,Mexico City,Brendon Hartley,18.0
2017,18,Mexico City,Nico Hulkenberg,19.0
2017,18,Mexico City,Daniel Ricciardo,20.0
2017,19,São Paulo,Sebastian Vettel,1.0
2017,19,São Paulo,Valtteri Bottas,2.0
2017,19,São Paulo,Kimi Räikkönen,3.0
2017,19,São Paulo,Lewis Hamilton,4.0
2017,19,São Paulo,Max Verstappen,5.0
2017,19,São Paulo,Daniel Ricciardo,6.0
2017,19,São Paulo,Felipe Massa,7.0
2017,19,São Paulo,Fernando Alonso,8.0
2017,19,São Paulo,Sergio Perez,9.0
2017,19,São Paulo,Nico Hulkenberg,10.0
2017,19,São Paulo,Carlos Sainz,11.0
2017,19,São Paulo,Pierre Gasly,12.0
2017,19,São Paulo,Marcus Ericsson,13.0
2017,19,São Paulo,Pascal Wehrlein,14.0
2017,19,São Paulo,Romain Grosjean,15.0
2017,19,São Paulo,Lance Stroll,16.0
2017,19,São Paulo,Brendon Hartley,17.0
2017,19,São Paulo,Esteban Ocon,18.0
2017,19,São Paulo,Stoffel Vandoorne,19.0
2017,19,São Paulo,Kevin Magnussen,20.0
2017,20,Abu Dhabi,Valtteri Bottas,1.0
2017,20,Abu Dhabi,Lewis Hamilton,2.0
2017,20,Abu Dhabi,Sebastian Vettel,3.0
2017,20,Abu Dhabi,Kimi Räikkönen,4.0
2017,20,Abu Dhabi,Max Verstappen,5.0
2017,20,Abu Dhabi,Nico Hulkenberg,6.0
2017,20,Abu Dhabi,Sergio Perez,7.0
2017,20,Abu Dhabi,Esteban Ocon,8.0
2017,20,Abu Dhabi,Fernando Alonso,9.0
2017,20,Abu Dhabi,Felipe Massa,10.0
2017,20,Abu Dhabi,Romain Grosjean,11.0
2017,20,Abu Dhabi,Stoffel Vandoorne,12.0
2017,20,Abu Dhabi,Kevin Magnussen,13.0
2017,20,Abu Dhabi,Pascal Wehrlein,14.0
2017,20,Abu Dhabi,Brendon Hartley,15.0
2017,20,Abu Dhabi,Pierre Gasly,16.0
2017,20,Abu Dhabi,Marcus Ericsson,17.0
2017,20,Abu Dhabi,Lance Stroll,18.0
2017,20,Abu Dhabi,Carlos Sainz,19.0
2017,20,Abu Dhabi,Daniel Ricciardo,20.0
